bucket,calibration,filter_rate,gate,gate_recall_on_positive_tiles,label,mAP@0.50,mAP@0.55,mAP@0.5:0.95,mAP@0.60,mAP@0.65,mAP@0.70,mAP@0.75,mAP@0.80,mAP@0.85,mAP@0.90,mAP@0.95,n_classes,n_gt_tiles,n_tiles,stratum,threshold
very_high,temperature,0.8083989501312336,real,0.9695431472081218,gate_planes_resnet18_temperature,0.8706140618390462,0.8490316174737025,0.5634014364342425,0.8166661266043835,0.7740881373378855,0.7285953617675349,0.6620434378565285,0.4989494223694571,0.3190672837877608,0.11080505164389681,0.004153863662228292,1,1143,1143,gsd_bucket,0.25
very_low,temperature,1.0,real,nan,gate_planes_resnet18_temperature,0.0,,0.0,,,,,,,,,0,87,87,gsd_bucket,0.25
high,temperature,0.755056179775281,real,0.9463722397476341,gate_planes_resnet18_temperature,0.9573687012067151,0.9472878195587399,0.6793961886111932,0.9358993133889605,0.9137110127113748,0.879378347693171,0.8271947087330609,0.7107321431175091,0.46701443652185626,0.15201130549984454,0.0033640976806998007,1,1335,1335,gsd_bucket,0.30000000000000004
low,temperature,0.971480307831598,real,0.5441176470588235,gate_planes_resnet18_temperature,0.4314523999884121,0.4216507079587862,0.2556207170514836,0.40615648188554043,0.39230942777789807,0.35783970895795214,0.2865374254013983,0.1843227135270211,0.06765176357288727,0.007977135504346523,0.0003094059405940594,1,2209,2209,gsd_bucket,0.30000000000000004
medium,temperature,0.8791773778920309,real,0.6896551724137931,gate_planes_resnet18_temperature,0.5130627153636199,0.5028145678362493,0.3161358581763105,0.49303048296358404,0.4817473070198743,0.453298576815421,0.37639110206021736,0.2429596297026982,0.09432142648585186,0.0036251540579906706,0.00010761945759793371,1,389,389,gsd_bucket,0.30000000000000004
unknown,temperature,0.6417910447761194,real,0.9583333333333334,gate_planes_resnet18_temperature,0.8470866661962103,0.8104307620690953,0.4378644242299802,0.7411315587645889,0.6349602176724538,0.5651438773905006,0.4737145405415327,0.25782381735222204,0.04727269430239727,0.00108010801080108,0.0,1,134,134,gsd_bucket,0.30000000000000004
very_high,temperature,0.8162729658792651,real,0.9593908629441624,gate_planes_resnet18_temperature,0.8706140618390462,0.8490316174737025,0.5634038814783091,0.8166752625262803,0.7740881373378855,0.7286032866040135,0.6620508275388195,0.4989494223694571,0.3190672837877608,0.11080505164389681,0.004153863662228292,1,1143,1143,gsd_bucket,0.30000000000000004
very_low,temperature,1.0,real,nan,gate_planes_resnet18_temperature,0.0,,0.0,,,,,,,,,0,87,87,gsd_bucket,0.30000000000000004
high,temperature,0.7617977528089888,real,0.943217665615142,gate_planes_resnet18_temperature,0.9573687012067151,0.9472878195587399,0.6793961886111932,0.9358993133889605,0.9137110127113748,0.879378347693171,0.8271947087330609,0.7107321431175091,0.46701443652185626,0.15201130549984454,0.0033640976806998007,1,1335,1335,gsd_bucket,0.35000000000000003
low,temperature,0.9732910819375283,real,0.5294117647058824,gate_planes_resnet18_temperature,0.4219457744468103,0.4211908652282771,0.25353016810956686,0.40582858308074155,0.383699481723409,0.3570710703611334,0.2857734879568341,0.1828481401949294,0.06857862673252674,0.008056245430413302,0.0003094059405940594,1,2209,2209,gsd_bucket,0.35000000000000003
