epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
51,36633.2,0.68612,0.45953,0.97071,0.01668,0.75354,0.72224,0.74126,0.58942,0.92349,0.97645,1.3087,0.02431,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,37343.3,0.67654,0.45492,0.96497,0.01616,0.75638,0.71875,0.73924,0.5885,0.92273,0.98133,1.30916,0.02412,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,38053.9,0.67409,0.45125,0.96478,0.01635,0.75717,0.71649,0.73875,0.58813,0.92374,0.98356,1.31037,0.02437,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,38762.5,0.67042,0.45069,0.96826,0.01581,0.752,0.72393,0.73674,0.58674,0.92318,0.98836,1.31018,0.02461,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,39472.7,0.67437,0.44971,0.96292,0.01564,0.75614,0.72038,0.737,0.5872,0.9224,0.99144,1.30959,0.02483,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,40181.2,0.669,0.44838,0.96563,0.01606,0.75688,0.7203,0.73849,0.58807,0.92176,0.99411,1.31251,0.02472,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,40891,0.66098,0.44097,0.96005,0.01541,0.75484,0.72021,0.73675,0.58716,0.92064,0.99267,1.31297,0.02461,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,41601.5,0.66151,0.43992,0.96135,0.01533,0.75449,0.71948,0.73656,0.58708,0.92038,0.99659,1.31496,0.02532,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,42311.9,0.66401,0.44298,0.95704,0.01554,0.75804,0.71799,0.73525,0.58689,0.92043,0.99456,1.31478,0.02501,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,43021.6,0.65248,0.43664,0.95684,0.01512,0.75998,0.71638,0.73464,0.58651,0.92035,0.99496,1.31573,0.02442,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,43732.3,0.65776,0.43654,0.95409,0.01525,0.75884,0.71811,0.73421,0.5858,0.92104,0.99501,1.31737,0.02413,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,44445.1,0.65937,0.43583,0.95515,0.01526,0.76537,0.71418,0.73458,0.58579,0.92097,0.99459,1.3184,0.02399,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,45162.3,0.65039,0.43027,0.95397,0.01487,0.76708,0.71188,0.73424,0.58556,0.92123,0.99405,1.31944,0.02456,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,45884.1,0.64524,0.42792,0.95018,0.01452,0.76589,0.7131,0.73473,0.5858,0.92166,0.99364,1.32086,0.02379,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,46609.9,0.64688,0.42729,0.94784,0.01482,0.76571,0.71107,0.73482,0.58646,0.92186,0.99414,1.3211,0.02393,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,47320.5,0.64226,0.42271,0.94615,0.01446,0.7654,0.71227,0.73486,0.58702,0.92166,0.99397,1.32077,0.02372,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,48030.5,0.63461,0.41942,0.94747,0.01464,0.76628,0.71104,0.73572,0.5874,0.92173,0.99402,1.32138,0.02423,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,48740.7,0.63952,0.4204,0.94539,0.01434,0.76332,0.71458,0.73547,0.58713,0.92192,0.99404,1.32215,0.02416,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,49453,0.63399,0.41529,0.94487,0.01432,0.76375,0.71243,0.73534,0.58693,0.92202,0.99407,1.32249,0.02414,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,50338.2,0.62734,0.41273,0.94099,0.01406,0.76363,0.71396,0.7342,0.58647,0.92211,0.99316,1.32298,0.02392,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,51044.7,0.63006,0.41398,0.94403,0.01435,0.76327,0.71334,0.73385,0.5864,0.9224,0.99268,1.32375,0.02366,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,51751.7,0.62449,0.40681,0.9379,0.01402,0.75975,0.71624,0.73398,0.58624,0.92273,0.99289,1.32437,0.02346,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,52457.9,0.62211,0.40609,0.94016,0.01379,0.7597,0.71609,0.73388,0.58618,0.92293,0.99326,1.32507,0.02342,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,53165.1,0.62709,0.41009,0.93866,0.01401,0.75903,0.71632,0.73434,0.5867,0.92288,0.99354,1.32545,0.02342,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,53872.2,0.61851,0.40333,0.93415,0.01369,0.75898,0.7165,0.73384,0.58668,0.92354,0.99447,1.32623,0.02351,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,54577.6,0.61303,0.40037,0.93065,0.01336,0.75675,0.71809,0.73362,0.58657,0.92339,0.9938,1.32619,0.02376,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,55283.6,0.60902,0.39651,0.92986,0.01345,0.75492,0.72025,0.73363,0.58654,0.92348,0.99348,1.32604,0.02415,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,55994.3,0.61247,0.3977,0.92857,0.01355,0.75535,0.72037,0.73374,0.58655,0.92328,0.99391,1.32619,0.02405,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,56703.5,0.60941,0.39568,0.93034,0.01318,0.75659,0.71903,0.73389,0.58677,0.92316,0.99393,1.32675,0.02398,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,57409.6,0.60301,0.3913,0.92748,0.0133,0.75737,0.71839,0.73401,0.58689,0.92285,0.99416,1.32719,0.02417,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,58115.4,0.59904,0.3884,0.92553,0.01299,0.76059,0.71566,0.73377,0.58686,0.92305,0.995,1.32797,0.02402,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,58819.5,0.59177,0.38405,0.92434,0.01287,0.75755,0.71824,0.73372,0.5867,0.92378,0.99653,1.32928,0.02401,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,59521.7,0.58798,0.38127,0.92422,0.01264,0.75785,0.71683,0.73332,0.58637,0.92374,0.99765,1.32948,0.02389,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,60229.1,0.58869,0.37872,0.92064,0.01249,0.75821,0.71567,0.7322,0.58593,0.92377,0.99865,1.32983,0.02388,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,60933.6,0.58229,0.37569,0.9223,0.01243,0.75747,0.71675,0.73237,0.58532,0.92383,0.99945,1.33027,0.02394,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,61637.5,0.58274,0.37651,0.91951,0.01255,0.76396,0.71237,0.73187,0.58505,0.92371,0.99997,1.33024,0.02398,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,62342.3,0.58036,0.37302,0.91784,0.01234,0.76226,0.71333,0.73117,0.58468,0.92376,1.00153,1.33037,0.02395,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,63050,0.58189,0.37432,0.91757,0.01253,0.76375,0.71336,0.73071,0.58451,0.92372,1.00327,1.33053,0.02401,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,63754.6,0.57371,0.36913,0.91408,0.01231,0.76447,0.71227,0.73093,0.58441,0.92382,1.00532,1.33039,0.02391,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,64462.1,0.56964,0.36711,0.91157,0.01213,0.76323,0.71485,0.73037,0.584,0.92412,1.00667,1.33077,0.02381,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,65168.2,0.55703,0.34582,0.91663,0.01119,0.76226,0.71472,0.72956,0.58359,0.92431,1.00789,1.33126,0.02396,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,65869.8,0.55228,0.34159,0.91408,0.01115,0.76184,0.71492,0.72941,0.58327,0.92433,1.00996,1.33137,0.02406,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,66572.1,0.54686,0.3387,0.91136,0.01093,0.76209,0.71417,0.72908,0.58328,0.9244,1.01243,1.33169,0.02399,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,67274.8,0.54353,0.33533,0.91088,0.01087,0.7625,0.714,0.72847,0.58301,0.92414,1.01318,1.33148,0.02389,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,67975.7,0.54035,0.33395,0.90831,0.01093,0.76275,0.71374,0.7286,0.5829,0.92453,1.01505,1.33211,0.02382,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,68678.3,0.53677,0.33079,0.90684,0.01094,0.7665,0.71027,0.72789,0.5823,0.9247,1.01578,1.33279,0.02407,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,69379.6,0.53297,0.32913,0.90402,0.01063,0.76798,0.70857,0.72779,0.58198,0.92504,1.01625,1.33348,0.02412,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,70081.5,0.52925,0.32383,0.9036,0.01052,0.76714,0.7087,0.72708,0.58166,0.92538,1.01659,1.3341,0.02401,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,70782.1,0.52607,0.32501,0.90295,0.01065,0.76822,0.70786,0.72653,0.58134,0.92546,1.01671,1.33439,0.02411,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,71482,0.52449,0.32135,0.90076,0.01049,0.76757,0.70818,0.72602,0.58107,0.92558,1.01773,1.33498,0.0239,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
